ccp_mapping,source_name,pollutant,year,value,units
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CO2,2011,1.46833844614825e-4,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CO2,2012,9.923880994389669e-5,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CO2,2013,0,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CO2,2014,5.90779312751096e-5,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CO2,2015,6.22223783944655e-5,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CO2,2016,2.22986212206955e-4,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CO2,2017,3.1451563753107195e-4,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CO2,2018,9.35607175011146e-5,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,1990,1.29098958637825e-7,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,1995,1.38273328059605e-7,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,1998,1.40941798962257e-7,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,1999,1.37292322005352e-7,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2000,1.36292545700068e-7,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2001,1.7155427622298002e-7,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2002,1.44225284983888e-7,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2003,9.674570956983459e-8,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2004,1.3373180458067e-7,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2005,6.632521124154729e-8,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2006,0,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2007,0,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2008,5.0909671406985304e-8,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2009,7.54097651816714e-8,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2010,1.64020178070203e-8,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2011,6.740152781369009e-8,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2012,4.55457919411985e-8,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2013,0,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2014,2.71028282996155e-8,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2015,2.85938204024761e-8,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2016,1.02662236130486e-7,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2017,1.44702510038736e-7,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),CH4,2018,4.31053549389637e-8,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,1990,4.08811530177942e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,1995,4.36607959038528e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,1998,4.4392062267512896e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,1999,4.31641370445952e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2000,4.2866661766774e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2001,5.40123410423837e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2002,4.549242871603201e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2003,3.04521373617449e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2004,4.20410269732378e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2005,2.08556041184831e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2006,0,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2007,0,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2008,1.5897189573720199e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2009,2.34485494998239e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2010,5.0970601590494e-7,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2011,2.09680813849983e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2012,1.41712194888498e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2013,0,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2014,8.43732810320301e-7,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2015,8.84410135392514e-7,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2016,3.1673127577393e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2017,4.46795912402088e-6,megatonnes of co2 equivelant
Transport,Shipping between UK and OTs (excl. Gib and Bermuda),N2O,2018,1.32868326366867e-6,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,1990,0.510668430066667,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,1995,0.397052715402307,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,1998,0.454558802552923,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,1999,0.434130844587914,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2000,0.44396071184610203,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2001,0.428947861616579,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2002,0.458172463573292,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2003,0.475539957484507,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2004,0.485438042576672,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2005,0.394887059074498,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2006,0.419056757642003,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2007,0.400943766083468,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2008,0.397182957581886,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2009,0.28563917600564503,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2010,0.282086767722685,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2011,0.33598732423982397,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2012,0.30933891646080597,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2013,0.340927994275676,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2014,0.361972262580075,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2015,0.289257835054177,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2016,0.365106910683105,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2017,0.401002763564356,megatonnes of co2 equivelant
Industry,Cement - decarbonising,CO2,2018,0.389845977636028,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,1990,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,1995,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,1998,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,1999,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2000,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2001,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2002,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2003,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2004,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2005,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2006,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2007,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2008,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2009,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2010,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2011,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2012,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2013,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2014,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2015,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2016,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2017,0,megatonnes of co2 equivelant
Industry,Lime production - decarbonising,CO2,2018,0,megatonnes of co2 equivelant
Industry,Glass - general,CO2,1990,0.058893143999973606,megatonnes of co2 equivelant
Industry,Glass - general,CO2,1995,0.0522471345726296,megatonnes of co2 equivelant
Industry,Glass - general,CO2,1998,0.0512960816070489,megatonnes of co2 equivelant
Industry,Glass - general,CO2,1999,0.048693464851892,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2000,0.0486265859085856,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2001,0.054315741967167805,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2002,0.053413516089149,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2003,0.052977154181199,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2004,0.0522600079063278,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2005,0.0543544968631122,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2006,0.05075324204203299,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2007,0.05119047086194941,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2008,0.05410571461578623,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2009,0.04712846526401137,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2010,0.04869006608150727,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2011,0.051029416782349055,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2012,0.0550908018083854,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2013,0.05369579289154487,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2014,0.045641637303503874,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2015,0.04167686132887996,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2016,0.053534143928978296,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2017,0.04790773401625196,megatonnes of co2 equivelant
Industry,Glass - general,CO2,2018,0.0512477105850937,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,1990,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,1995,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,1998,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,1999,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2000,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2001,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2002,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2003,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2004,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2005,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2006,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2007,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2008,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2009,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2010,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2011,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2012,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2013,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2014,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2015,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2016,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2017,0,megatonnes of co2 equivelant
Industry,Brick manufacture - all types,CO2,2018,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,1990,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,1995,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,1998,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,1999,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2000,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2001,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2002,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2003,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2004,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2005,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2006,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2007,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2008,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2009,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2010,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2011,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2012,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2013,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2014,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2015,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2016,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2017,0,megatonnes of co2 equivelant
Industry,Brick manufacture - Fletton,CH4,2018,0,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,1990,0.00517151454910163,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,1995,0.00545271090068421,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,1998,0.00557678804668529,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,1999,0.00555129731836209,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2000,0.0036765079208147798,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2001,0.00366333634064542,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2002,0.0036490331055543802,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2003,0.0036342498939000998,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2004,0.00362650281282485,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2005,0.00361704796953256,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2006,0.00360853419118208,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2007,0.00360531306398167,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2008,0.0035986307942672503,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2009,0.00217957211418293,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2010,8.26503163097214e-4,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2011,8.255096663475761e-4,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2012,8.221896073042851e-4,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2013,8.192197941806741e-4,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2014,8.594982473725689e-4,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2015,8.838311977118561e-4,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2016,8.81758415804934e-4,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2017,8.79782934728208e-4,megatonnes of co2 equivelant
Industry,Non Energy Use: chemical feedstock,CO2,2018,8.76692242539687e-4,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,1990,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,1995,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,1998,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,1999,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2000,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2001,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2002,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2003,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2004,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2005,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2006,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2007,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2008,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2009,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2010,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2011,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2012,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2013,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2014,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2015,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2016,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2017,0,megatonnes of co2 equivelant
Industry,Other emissive applications of Soda Ash,CO2,2018,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,1990,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,1995,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,1998,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,1999,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2000,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2001,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2002,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2003,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2004,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2005,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2006,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2007,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2008,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2009,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2010,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2011,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2012,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2013,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2014,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2015,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2016,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2017,0,megatonnes of co2 equivelant
Industry,Ammonia production - feedstock use of gas,CO2,2018,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,1990,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,1995,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,1998,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,1999,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2000,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2001,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2002,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2003,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2004,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2005,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2006,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2007,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2008,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2009,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2010,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2011,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2012,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2013,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2014,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2015,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2016,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2017,0,megatonnes of co2 equivelant
Industry,Chemical industry - general,CH4,2018,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,1990,0.389716249470422,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,1995,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,1998,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,1999,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2000,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2001,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2002,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2003,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2004,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2005,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2006,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2007,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2008,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2009,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2010,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2011,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2012,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2013,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2014,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2015,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2016,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2017,0,megatonnes of co2 equivelant
Industry,Nitric acid production,N2O,2018,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,1990,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,1995,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,1998,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,1999,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2000,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2001,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2002,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2003,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2004,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2005,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2006,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2007,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2008,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2009,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2010,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2011,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2012,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2013,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2014,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2015,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2016,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2017,0,megatonnes of co2 equivelant
Industry,Adipic acid production,N2O,2018,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,1990,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,1995,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,1998,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,1999,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,2000,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,2001,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,2002,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,2003,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,2004,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,2005,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,2006,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,2007,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,2008,0,megatonnes of co2 equivelant
Industry,Chemical industry - titanium dioxide,CO2,2009,0,megatonnes of co2 equivelant
